职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
java 全栈开发工程师,15-25K,3-5年,本科,杭州,3-5年|本科,JVM|Java|Nginx|不接受居家办公|Springboot |前端|Redis|搜索/推荐/广告经验|Spring|大数据经验|Docker|微服务经验|MySQL|Mysql|MyBatis|云计算经验|云服务 docker,0,星耀互联网,电子商务,20-99人,,c6c5481165887c641X1-2ti_ElM~,章女士,HRD,否,3,0f96f27b873c95851nZ62dS8E1Y~,0c79b3cb170cec3d03F939y6EFVY,932Y9f_eLTWxa-S1Y5WfEffwir1vxwkPAo91-s8JAJVfYgn8d_025HG3TNO1cFWbG0zAN-NpP_kYfTaR9HICfgjdHRaBB-8TXiDdSbSdf3DpaM_-ZD9b60pHso2tJzUtynAR_ytt5njJ,615594290,1yECquUO94v.search.229,,,,钱塘区,工业园南,120.339509,30.289336,否,否,否,否,否,否,,否
AI智能语音全栈工程师,10-15K,5-10年,本科,杭州,5-10年|本科,后端开发经验|AI语音外呼平台经验|全栈无侧重|计算机相关专业|熟悉NLP|前端开发经验|Python|全栈项目经验,0,杭州千百计信息科技,人工智能,0-20人,,78f6f21180e0e7231H18392-FVY~,王女士,HR经理,否,3,67c021195220d7851Xx43dq5FlI~,9278593a663a1d2503Z90969GFNY,80HYlsQvsc-pm-21T6U3vbt5Qwk3w_ttdl1j20qNio2lTXhMqvAqwkglAVlVb1ljrYoV8DWMZyVN1hQ2MCM14_5xMkDqxnpmnaazz-EDuZW9ygP-O3oa83L9QWs0TxJYMMm2e29OCBka,615594290,1yECquUO94v.search.230,定期体检|带薪年假|绩效奖金|五险一金|加班补助|员工旅游|法定节假日三薪|工龄奖|底薪加提成|节假日加班费|团建聚餐|保底工资,,,余杭区,未来科技城,119.904792,30.247956,否,否,否,否,否,否,,否
全栈开发,8-13K·13薪,3-5年,本科,杭州,3-5年|本科,Java|SQL|MVC开发|前端开发|后端开发|全栈开发|技术合伙人,0,浙江鹤立,机械设备/机电/重工,20-99人,不需要融资,5f4b26347f8db5601nB42dy8GFU~,黄慧珍,经理,否,3,6ee2cab2a30f21be0nZ729y_FFFY,ac327f66c13ffe8d1nZy29q7E1pQ,ESbzUnVX5A1iu-k1bMscLM73fTecIZMfvCPtlj8orw4o3JCkQvcH-ZVthBujzjAKUlocNOlyd9VYTdi3ejFh0JrG8qxsSzgZdrUJstQBJvuVvVz74kLRX8cIOip2vpl5OIyJIsSveT0QJg~~,615594290,1yECquUO94v.search.231,免费班车|员工旅游|带薪年假|通讯补贴|餐补|股票期权|加班补助|年终奖|定期体检|五险一金,,,滨江区,西兴,120.216111,30.186306,否,否,否,否,否,否,,否
全栈开发工程师（网站出海方向）,200-300元/天,,本科,杭州,4天/周|3个月|本科,全栈无侧重|JavaScript|Vue|Python|Django/Flask|计算机相关专业|全栈项目经验|熟练使用AI编程|熟练使用Cursor,4,灵影科技,人工智能,20-99人,A轮,17d030c6646544df03Vz39u_E1s~,王之畅,HR总监,否,3,97234ea506f3f63d1nR93tm7FFVZ,d735a9fb9155454803F40ty5F1ZR,j6jpRCgbl6cZ8-L1KdBkgdY-b7yoRUfHjw-eM62QYR2mfiQt05kn2J_lk7YQcy6H6DKGb5z791TlOq9mrOGN41QPZS01-UfGrPE0GYPa4dQjU2znN1nv287PC53fmJObQ7gUtgcnEuEn1g~~,615594290,1yECquUO94v.search.232,股票期权|五险一金,4天/周,3个月,余杭区,仓前,120.007503,30.275075,否,否,否,否,否,否,,否
全栈工程师,10-15K,3-5年,本科,杭州,3-5年|本科,Java|JavaScript|Vue|MySQL/Redis/MongoDB|计算机相关专业|Python|全栈项目经验,0,渔遥科技,计算机软件,20-99人,不需要融资,5fa814d16ae4c9691n1z3du6EFs~,王女士,副总经理,否,3,f9d72cb84a01d3ce03B429y_GFY~,bf93462b9cb9d24603J72t21ElJS,l21ZVs9sC3enb-m10ghN-FuMYc0n2E6dakBsoQbQuT38RMltwceg1deWXoclsG2zRRCPsc7XOugU6w9xUdl5EBbdE2JJ-lCdcds732OPJZPIRUTzhW3ie0kM1zzTkYlBLnY4SoaCEylP,615594290,1yECquUO94v.search.233,五险一金,,,滨江区,长河,120.215039,30.179378,否,否,否,否,否,否,,否
全栈工程师,8-13K,经验不限,本科,杭州,经验不限|本科,Java|Spring/Spring Boot|Vue|JavaScript|可兼职|MySQL/Redis/MongoDB|Python,0,杭州通易智慧科技,人工智能,20-99人,未融资,57d688f24639f8fb1H182tq4Flc~,吴先生,创始人,否,3,bfef473bbb85071e0Xd929W6EVo~,20e53a668d67056503V82tW0FlJU,gRRKIW4Sx2hdi-41-txSBuMbFANguaXI3e8IEYmWKkQHWa_FetlukQ56hLkKKursmyQ2PCN_tA497xhaCpraEsTcZfC_8ufGXQo-40IvKV8bFgRas1pr-U2MU7lhwtUg0-9PictAlwkO,615594290,1yECquUO94v.search.234,股票期权|五险一金,,,西湖区,西溪,120.100659,30.300959,否,否,否,否,否,否,,否
全栈,15-25K,1-3年,本科,杭州,1-3年|本科,全栈无侧重|HTML|CSS|Java|全栈项目经验,0,某互联网公司,互联网,20-99人,不需要融资,,刘洋,猎头顾问,否,3,4cbcf357de62bbc61Hd43t67Fls~,69b0842423a2522a03Fz09y1EFVV,7PEC_OH8ZjSm9--1pt1oWNoiLNF9nY33pFJ35eu2aJVy33f0lDKBmPEpRowXsMPmFZhX9tWGE18EaaZ1vda22U9nNPAoC2Ag5vTlfXgczA8W5P-YK_vHclKsnP5FXLcdvXk-Z2_Wn8uf,615594290,1yECquUO94v.search.235,定期体检|餐补|交通补助|节日福利|年终奖|全勤奖|五险一金|零食下午茶|带薪年假|加班补助|员工旅游,,,,,120.200941,30.182263,是,否,否,是,否,否,,否
全栈开发工程师,15-18K,3-5年,本科,杭州,3-5年|本科,Golang|后端开发经验|前端开发经验|全栈项目经验,0,杭州瞰影科技有限公司,人工智能,0-20人,天使轮,cb5097539bfcb1671H1439S7FlQ~,李先生,招聘经理,否,3,6302c990ea2ab41d0Xxy09-6FlBZ,26452ed6f1c6198003V42ty0GFRS,k1usXcnWId_kT-Z1tqhIQP2BfHYy1CojLOqwbnIwFlpZADpwHTLwXawSRNZ_vklyG7bwa3Z5l9Whp-qQ-gOnwnq_lDcCwPXA4t-1hhdc2B2rPOJDxyPeuBNyNoRe7n4ONCs2yap_n5A1Rw~~,615594290,1yECquUO94v.search.236,股票期权|带薪年假|员工旅游|节日福利|五险一金,,,滨江区,长河,120.220394,30.212875,否,否,否,否,否,否,,否
全栈WEB开发,12-20K·13薪,3-5年,学历不限,杭州,3-5年|学历不限,.NET|C#|SQL|JavaScript|HTML|CSS|ASP|JQuery,0,海南广播电影电视公司,游戏,20-99人,未融资,a02bee55538cfd2403Ny2Nu7EA~~,梁先生,经理,否,3,b552a5c72f7455580XF909q-F1U~,7aca4d3cb09410e00XR909q8E1c~,MLqmuUQmR2PYq-w1GlsoFS1JIlLlNPboksQGDuoE8KV2Q1AGDyp75QHYf3nOgilOlYXlYGjUUtUMn_tiL0XDPn7nXL4Sfuz4IG2wqJgjZuUfl9CtgbpJ_aJzMo2IalDh0F1IUoSHiQ~~,615594290,1yECquUO94v.search.237,五险,,,西湖区,西溪,120.071575,30.293114,否,否,否,否,否,否,,否
全栈工程师,10-12K,1-3年,大专,杭州,1-3年|大专,Java|后端开发经验|JavaScript|Vue|全栈侧重前端|全栈无侧重|MySQL/Redis/MongoDB|前端开发经验,0,浙江国通电气科技...,计算机软件,0-20人,未融资,5c1473dfd49263e31nV629y0EFA~,穆先生,项目经理,否,3,7548b548e6e2e4c41nVz2N20E1dV,ebb7bf0b2b35f8eb1H1639-_FFBY,c4RXdJoIF91nC-E1_v1hE3VCkyxLsFNVOwAiN60-gNQ8gyTDBLva98Mg_RqFbSuoKM_p9TRR9KAG94yE83wEyuVmnscYhcdenPnKJbnonZr05cDQY6HVrkxOppAMua8DK_IKJuEBBYaMig~~,615594290,1yECquUO94v.search.238,节日福利|零食下午茶|加班补助,,,余杭区,仓前,120.003016,30.280297,否,否,否,否,否,否,,否
全栈软件工程师,15-20K,3-5年,本科,杭州,3-5年|本科,Java|JavaScript|HTML|计算机相关专业,0,武汉创瓴智能科技,计算机软件,20-99人,未融资,0046ce96d03727d61XZ53Nm1GFA~,肖自卉,人力资源专员,否,3,51ae33aa29f0d0390Xdy3Ni0FlFR,1680a36392461c2503d90tW1E1ZU,NMP89pHoBndfc-H1XwGN8sxIopD5ccoQbsFBSI6mJOJJPfJ69UBuR01NPRpYTloxjJMcJ2OOZc8J_0AfWpMbsoMDbbSexViH1_HSj14DDfnhjPh-8tycbQ7WflAysvWYVw5cSc-hMMh7dw~~,615594290,1yECquUO94v.search.239,保底工资|底薪加提成|团建聚餐|五险一金|年终奖|绩效奖金|员工旅游|零食下午茶|补充医疗保险,,,余杭区,仓前,119.965839,30.27056,否,否,否,否,否,否,,否
全栈开发工程师（PHP/Python方向）base义乌,15-20K,5-10年,本科,杭州,5-10年|本科,全栈侧重后端|JavaScript|Vue|PHP|Python|Node.js|MySQL/Redis/MongoDB|Django/Flask|计算机相关专业|后端开发经验|全栈项目经验|WordPress|API|AI|ERP,0,杭州卓雅互联网,进出口贸易,100-499人,不需要融资,792d9a16dc99c2721XBz3t-_ElE~,张先生,企管总监,否,3,729f1b01e72fed730XVy39u7E1I~,57983e44f2c6644303B42Nm4FVBX,ID7OPPnz6yzRk-t1uv8ZwS_MTfAfdjQkiH2Bf2_gmHEfXTv49h7SZgrp5I5jXuEWb-iEWaDT8k1v6ClSKaOjJxzELP609TI5IaED1MwQjAukRmol85lamoSJY-nrAvPcPF4g3SrtPEcr,615594290,1yECquUO94v.search.240,节日福利|全勤奖|工龄奖|绩效奖金|五险一金|底薪加提成|保底工资|团建聚餐|生日福利|员工旅游|带薪年假,,,余杭区,仓前,120.000297,30.282562,否,否,否,否,否,否,,否
java后端工程师,10-15K·13薪,经验不限,学历不限,杭州,经验不限|学历不限,Java开发经验|Java|全栈工程师|全栈开发|WEB开发|JavaScript|MySQL|多线程|后端开发|高级软件工程师|计算机/软件工程相关经验,0,杭州促牛,电子商务,20-99人,,d99f66f86271092a1nN53Nq1E1Q~,骆钟林,技术主管,否,3,1a89afaf383635b10nd50t--EFVT,adad51932d84900c1n1-09-4GFJZ,v8jnocP9KRxmo-M16gS0HSPHelIdRB5Aog0ZubDFXx2azazoXhV_hFHpvl-4_eX_2HaFZsWuNhxbeDStXt_2q7He1VI-ZJg3Dy7WpW8GOIwGE-WdDZYxZfdKDYq-DkHPdIYVO5_H0DpEpA~~,615594290,1yECquUO94v.search.241,,,,余杭区,仓前,120.005807,30.278029,否,否,否,否,否,否,,否
全栈工程师,8-13K,3-5年,本科,杭州,3-5年|本科,Java|后端开发经验|JavaScript|Vue|前端开发经验|全栈项目经验,0,亦笔数字,计算机软件,0-20人,,2e12fb8905f5fece1Xd_2d64EVE~,马先生,招聘专员,否,3,ebc3d311b321d28d0Xxy2tW6ElJS,da10a3c186ce758003V43d2_FlBY,nGuE4HWhIqdhG-C1xCp5wgr_Uvhz7eZmvT1zXqHqAv4atdsHe5yvE_CnkRAryJr13hKvwnRPQy3GWW3bCXIA4QnJpIxf7EqTk3dSZpT4x-LlEcIrEpyvytyWJ9o4NOFOgEcMit3Vg6nHJQ~~,615594290,1yECquUO94v.search.242,,,,余杭区,未来科技城,120.001772,30.280799,否,否,否,否,否,否,,否
全栈开发工程师,50-80K,经验不限,本科,杭州,经验不限|本科,,0,某大型计算机软件公司,计算机软件,1000-9999人,,,王女士,猎头顾问,否,3,4efd40c3e352196c0XB93921GVtV,9a266028251f010803B_2Nq4GVdW,imFimoa7DIa5N-D1ncEo_oK7d1uSyDGeHFs-5DNwi3DCtPmG1CRrlI_8iKwcMLX7wKlmu3V-9H9P2vFezLEIv-d4_1cSfEWGyDbjbvs6ND15w9T-cvqi3kojtrMIyTwQHB_zGj_-iZypYg~~,615594290,1yECquUO94v.search.243,,,,,,120.099378,30.266388,是,否,否,是,否,否,,否
高级全栈工程师（自由职业）,10000-25000元/月,5-10年,本科,杭州,5-10年|本科,Vue|React|Java|PHP|Golang|全栈项目经验,6,酷站(杭州)科技...,计算机软件,0-20人,,605a42ac300e52521nJ_0ti0GVo~,王继超,技术主管,否,3,7d64a33608d35c321XRz2ty8FFo~,7e291dd3cad2c40c03B80ty8EldT,QR2CsPpQavnUV-k1WQgxZAjJjE0syTUKGhTxIcNBwY9pleBwma0gqrpaP3kOMl_4_gcQrkw6RM9BkKDSS3m5MmP0GNyZVmHSkcIqnhxKR5IQNHPVOQWwW5FEowfThLsSFECqFZik6V3j,615594290,1yECquUO94v.search.244,,,,萧山区,钱江世纪城,120.256318,30.231308,否,否,否,否,否,否,,否
app全栈工程师,12-17K,5-10年,大专,杭州,5-10年|大专,JavaScript|Python|Django/Flask|Spring/Spring Boot|MySQL/Redis/MongoDB|MyBatis|计算机相关专业|APP|uniapp,0,杭州摩的科技,互联网,0-20人,天使轮,6a351a33e7a41f541nJy2tS9FFY~,程先生,招聘者,否,3,1f5385e87ce0362c03R_0tq9GA~~,f3a8312997160ff21Hx939q8EVBS,Qkk5Xpg0kRTCp-N1vzn9ybtrbyfSSpVBP32cFwOL9wRT-GO4_J49Fwq6S1YlkoR_iN7GRwPsAxLyxKV8WX2vflRPXpwVIB2Af_lzCzxwO5weO4IoG0mthfUfDxKS2p2KHGx3W5jALoo~,615594290,1yECquUO94v.search.245,团建聚餐|员工旅游|带薪年假|意外险|五险一金,,,余杭区,西溪,120.027421,30.245187,否,否,否,否,否,否,,否
python全栈开发工程师,17-20K·13薪,3-5年,本科,杭州,3-5年|本科,Django|MySQL|AI|Linux开发/部署经验|Python|Flask|低代码,0,衡泰技术,计算机软件,1000-9999人,B轮,1bcde1879cd87e111n1509W7E1o~,陈女士,高级招聘专员,否,3,4418fe9f3e9f7bde03F-29i9EFE~,2c3e6e4a4277bbae03d409i1E1ZY,VAa2MJxYgNOE1-P1QCGs3Wn9-ODEdUKs7r56dSOpA_sCNyRSgI7DCEYjUXZIH9zYlxzY0c3t4NESyIkBKLhKnhxgmgK-pvZZ8FJoiFdDizopkvoXEn37sydQYpm1LEul3QnlwWeBE9Tj,615594290,1yECquUO94v.search.246,定期体检|零食下午茶|五险一金|餐补|节日福利|员工旅游|带薪年假|年终奖,,,上城区,望江,120.20896,30.235585,否,否,否,否,否,否,,否
java全栈开发工程师（ERP方向）,20-30K,5-10年,本科,杭州,5-10年|本科,JVM|Java|不接受居家办公|分布式经验|PostgreSQL|Kafka|Redis|其他|Spring|ERP开发经验|Docker|微服务经验|英语四级|MySQL|MongoDB|架构设计经验|Oracle,0,捷珂,进出口贸易,0-20人,未融资,10b270f0454515c53nF73tq1Ew~~,陈女士,总经理,否,3,2128ae5e3677df2c1nVz29m6EFtT,807e0c49bda0e2d603B53tm-FlFT,2vaDcBWmhTeHb-81LQz0VbnmV6jbqdlL5_EcQPc49_mqyhj_MhrutwKxwVwiUhIRdLCJ_NSD5VstmZI-ZmVP9FxH3O6Tf6qGs9AGnIcCQpR9RWEXl0ss3EOXsvkmf61XugtQ8QUEI4s-,615594290,1yECquUO94v.search.247,带薪年假|底薪加提成|高温补贴|餐补|节日福利|生日福利|有无线网|五险一金|员工旅游|团建聚餐,,,萧山区,钱江世纪城,120.255306,30.237285,否,否,否,否,否,否,,否
WEB全栈工程师,10-13K,1-3年,大专,杭州,1-3年|大专,JavaScript|Angular|React|Vue|全栈项目经验,0,幂链,计算机软件,20-99人,天使轮,0531384901d1c5b63nBz2ty7EA~~,李卓书,综合管理,否,3,374cad531f59db1833F82Nq7E1Y~,9ab074a002d524e403dz3tW_EVtW,cfhPBY5knDng0-D1xEbmdwjW1hh0Wzb2ILio646-b-XyN2Wk6Cap3WYDDS4dE1q6T7NemUSa4YDOHLXOb4iM5Dv-x4myUJFKjqA_zbbn_x1dWxTJDMpRuoFXOdodcp6F3LVFVIVqPj0~,615594290,1yECquUO94v.search.248,股票期权|加班补助|补充医疗保险|节日福利|五险一金|带薪年假|年终奖|员工旅游|零食下午茶,,,西湖区,西溪,120.08439,30.257904,否,否,否,否,否,否,,否
nodejs后端/全栈开发工程师,13-20K·13薪,1-3年,本科,杭州,1-3年|本科,后端开发|JavaScript|SQL|网络协议|Linux|Windows,0,鸿舜医药,医疗服务,20-99人,未融资,42f90694dd3f00cf0nV43ti_FA~~,高女士,招聘者,否,3,9c604680376da1a41HV72dW-GVI~,072e09cb48b8c0d31nN63N64ElpX,lSCs7aF5mhPpN-C1spjrB8VVCoFaU9agJRRzLEEN2dxohDdjkm5tQ8h_lQC9giboDMWzwdDqS5Pi5YYfMEIGvUd8fU8q5wLJeTTkW7t7HSmeDTgneqjFQX-TVWmsAQ8XXu9o-SrDHTo~,615594290,1yECquUO94v.search.249,定期体检|住房补贴|年终奖|交通补助|五险一金|带薪年假|零食下午茶,,,上城区,钱江新城,120.211323,30.236741,否,否,否,否,否,否,,否
java软件开发工程师（全栈方向）,11-18K,3-5年,本科,杭州,3-5年|本科,Java|不接受居家办公|MySQL|MyBatis|架构设计经验|Oracle|ERP开发经验,0,喜格科技,互联网,20-99人,未融资,0c250ce312d5f48c1XZ73dW5FlM~,吴越,HR,是,3,3b1b25e149b4ecae0X1y0t66FVVT,c129c557a2f6714e03Z82Ny7FVRY,6d_d3eAC1EGTE-E19xl2EJ6SM6Pc-0zJsl_F-N8MI2oyBztso-8KGdHBEP1xblGyvXTdzwNNjv6mjlqv9Na7tA6Sr9VcbCGV3i2i-riiVAzMlSwEISgoAeIT-XKiAtnEmlQIlSYxNm5YwQBopdvW3N3bQ8Y9QMPKbg4AZs3knorupIIUqw~~,615594290,1yECquUO94v.search.250,年终奖|五险一金|保底工资|有无线网|团建聚餐,,,余杭区,良渚,120.058212,30.363295,否,否,否,否,否,否,,否
全栈工程师,15-20K,3-5年,本科,杭州,3-5年|本科,Python|全栈项目经验|前端后端|AI|电商|项目管理,0,杭州毅莱,电子商务,100-499人,不需要融资,5e3958284cdf3f551nx-39S_EVU~,姜女士,HR,否,3,8c1af5c3e4a684721HRz0966E1Y~,649bce055a0590a003Z-2NW4FFdT,ynXG93kna0vIX-H16fW1jjPI4yq6om7drP7-9RhU7Y37fFkvJQnfhmwRdSg3jHGX7ye-u_7Vbp3xpfsi1NSAwUfT2UtTZUq_eKOUYOpCL_XNWjzN5HBR4yhe-4-C-Sl9GymyxUlvcLZR,615594290,1yECquUO94v.search.251,底薪加提成|年终奖|员工旅游|绩效奖金|节假日加班费,,,滨江区,长河,120.223073,30.173296,否,否,否,否,否,否,,否
全栈工程师（杭州）,15-25K,3-5年,本科,杭州,3-5年|本科,PHP|全栈|react,0,凯撒黑卡,移动互联网,0-20人,不需要融资,96a3c2df9954f65b1XR60t-1Fw~~,李伟波,经理,否,3,7c8330e4512c74621Xx42d26EVE~,161d7539ce8cf05a1Xdz29W0E1E~,GPa7lPT8fqY1D-R1nBIcFg5cCgAYhLXXGaQeZC5eaotGtG1JIhHkYVDz0UYB_-0x8G8mzcRpgKtjgX-MpAmY0BkzYu06gMKsGu_ghSxpVZvij1IK-1S8cvShuR1kbRluoDnZDVDvFg~~,615594290,1yECquUO94v.search.252,,,,临平区,临平,120.299402,30.419045,否,否,否,否,否,否,,否
Python全栈开发工程师（视频AI应用方向）,16-28K,3-5年,本科,杭州,3-5年|本科,Python|Django|Flask|TensorFlow|PyTorch|MySQL|PostgreSQL|Linux开发/部署经验|机器学习经验|微服务经验|视频流|AI,0,轻象科技,计算机软件,20-99人,A轮,9646e81e4e87f7891nF73ty9GVE~,贾冰,CEO,否,3,35ae26c465cbe3d51Hx72du6FlI~,fdfbb67a580a1db503B_2tS1EltQ,taBTcZS25AWzN-_1JM5oM_4KtY7LsT5bAMsJdHyR3xjAQ6ys7SSp6lzPMXZ4nV79uUGO7_ccEP3ZaOYNqsaTfwfppeHeAs5QSHlRS9kKrrfn0YxqgChSmAXzVkMbB26XQMi7olW9Qowh,615594290,1yECquUO94v.search.253,员工旅游|补充医疗保险|节日福利|股票期权|团建聚餐|住房补贴|五险一金|年终奖|定期体检|带薪年假|零食下午茶,,,余杭区,未来科技城,119.965431,30.264261,否,否,否,否,否,否,,否
资深全栈工程师,12-22K,3-5年,本科,杭州,3-5年|本科,JavaScript|CSS|Vue|Java|Node.js|计算机相关专业|全栈项目经验|前端开发经验,0,亨塔,电子商务,20-99人,天使轮,9e7e9e95b61d6b531XB529W8FlI~,林先生,hr,否,3,d5945c2b50bceaa90nR93dW5FVdQ,6133baed780782531HV93dy6EFRS,JoANErXaEt-2Z-_1oB4vJUSp5MeRCmAwzRmju9sXi8UYQ-VvL6VMhoD7fJHHLhNa25alS7XtIMomMK7X1Qad-qoiB8ZEfoxGul_mGJOzD9qmTCJrBBT0Qzrpt0EL2Woje9hRkycSUmSkjA~~,615594290,1yECquUO94v.search.254,年终奖|绩效奖金|定期体检|保底工资|五险一金,,,西湖区,文二路,120.084008,30.281322,否,否,否,否,否,否,,否
全栈开发（偏前端、TOG）,13-18K·13薪,1-3年,本科,杭州,1-3年|本科,Java|后端开发经验|Vue|全栈侧重前端|前端开发经验|全栈项目经验,0,万维空间,互联网,100-499人,未融资,df5d227b745ea1a203V92ty7GA~~,倪韶玲,招聘,否,3,6a6cd04ca77482c21XJ629-8GFY~,a1df13c6f507178703F62tm6E1tU,_fyBqH3JR5u60-Y1uaQ32rkBhkIz_xpOxcfJTKEGKOSpd2GWMEzdDh7mWeRtdSUyGPCFLmsLkFUFvL33OarQmAUuRhMTrGqvlkoGo08_UcqPXz0x05bFOsTM9X-YR1oUEFU3CPqGlK8~,615594290,1yECquUO94v.search.255,带薪年假|生日福利|工龄奖|绩效奖金|高温补贴|餐补|五险一金|股票期权|定期体检|员工旅游|节假日加班费|节日福利|年终奖,,,滨江区,长河,120.22168,30.205889,否,否,否,否,否,否,,否
全栈AI应用开发工程师,20-30K,3-5年,本科,杭州,3-5年|本科,全栈侧重后端|JavaScript|TypeScript|Python|Golang|MySQL/Redis/MongoDB|Spring/Spring Boot|计算机相关专业|全栈项目经验|后端开发经验,0,天剧科技(上海),游戏,0-20人,天使轮,a64c2272f752864d1Hd60t26GFU~,王先生,ceo,否,3,c627de5328bb49c603N52tW4EVc~,c936a17cc21140b603B50tW0F1ZS,pEtlugIhySRo3-T1XRYRKqkjkO2KCgk-H44x7h7E6rkXW-F9CZAvZ79EBh5pH77adFqB9LApcOpWCkDxy_sCvgsO_KxyEVBNHNVomMBZXembvV7o2ljT26doGjSxum5Dm8rkF24ON2og,615594290,1yECquUO94v.search.256,零食下午茶|生日福利|年终奖|有无线网|团建聚餐|交通补助|员工旅游|股票期权|节日福利|五险一金,,,滨江区,长河,120.190371,30.1896,否,否,否,否,否,否,,否
全栈开发工程师,11-16K,1-3年,本科,杭州,1-3年|本科,Java|爬虫|Spring/Spring Boot|后端开发经验|全栈侧重后端|web FastAPI|MySQL/Redis/MongoDB|numpy|Python|全栈项目经验,0,维景蓝天,其他新能源,0-20人,天使轮,83aa0054214e95311HNy2968ElU~,黄女士,招聘者,否,3,5963e84fadfd52581X1z39y0GVc~,2cb055ccd550519b03B_09W_ElpQ,sJUaOBKDXQpYg-01UhfvyNiwvfnb0So3EaonLa7HbP8vFO_dW8Kt15sNahyxAXl25RFs77xXiROq8mZP7qHmvm087YSqge0mZkePwgqVXJ_jzt1urK-eYlR4YSDSGjtWYbZICDB3W09-,615594290,1yECquUO94v.search.257,节日福利|保底工资|节假日加班费|带薪年假|零食下午茶|五险一金,,,滨江区,长河,120.201511,30.184545,否,否,否,否,否,否,,否
Web开发全栈工程师-python方向,15-20K·14薪,1-3年,本科,杭州,1-3年|本科,Python web|全栈|Django|Bootstrap,0,审智咨询,咨询,0-20人,未融资,76850bb161cc1b5b1XZ_09W4Ew~~,赵演松,总经理,否,3,2a4a1c4f69d651621n1z09i0GFE~,0256c6b8e152c6bd1nV909-7EFJU,O0ugpEzHfnBxs-B12CWan7hhF1SPKUos-aRSg-CVSxvbQIwTL0M4rGtN-RwHUMCut0x50chkmpPSU3WP0dmXB3rY0bisnfQVacUWGjXoYedUzFKP-zdHMcdVZrcB5_CiXIUZ41YFBt0~,615594290,1yECquUO94v.search.258,,,,萧山区,钱江世纪城,120.25349,30.238211,否,否,否,否,否,否,,否
全栈web开发工程师,18-28K,1-3年,本科,杭州,1-3年|本科,HTML|CSS|数据结构|后端开发|前端开发|Vue|Koa,0,杰士达科技,计算机软件,20-99人,,67ff60c4c78cbe8b1nNy2dm1GVc~,刘恒,人事经理,否,3,6c8114cae37519d90ndy29m5EFNT,f0e700e9fa94ade61XV93ty6FlFT,kzsW60qmkWbb7-x1RonLmz6dL_ZaIsc5zuBfAtfZo84JGOMfc58VUvcoFt6PRfylNYfNTgGhqxRENgKe58qqxAXJnGRU8LnJTWpyFl9ZI0Zsx5Rthd6-smBx23DyVVuRrSv0CAESeEmbjQ~~,615594290,1yECquUO94v.search.259,,,,上城区,四季青,120.212408,30.251329,否,否,否,否,否,否,,否
全栈开发工程师AI,7-12K·13薪,1-3年,本科,杭州,1-3年|本科,全栈侧重后端|Vue|Java|Python|Spring/Spring Boot|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验|后端开发经验,0,杭州凌渡,在线教育,20-99人,未融资,8369c7d4b1f4e06203Z43NS7EQ~~,郑林勇,副总经理,否,3,4ee63a217ee916a50XRy29u-GVE~,e0f7139d82397c4303Z-3du1FlpV,0E4D5T3Zf6nYE-x1egCqZ8JPHBRi77AtQfjSLE7Emiqct-JvHqp34KjMe4YgR0pg2s0QJWfeFAXp_JTQXJaW6VOsEUIDv0eIZi2UKJJSoWi8DTW9UTxFve1rrNry8mmwiKAdglcWY0o~,615594290,1yECquUO94v.search.260,五险一金|通讯补贴|意外险|加班补助|年终奖|带薪年假|交通补助,,,余杭区,仓前,119.988756,30.275469,否,否,否,否,否,否,,否
全栈工程师,12-20K,3-5年,本科,杭州,3-5年|本科,全栈侧重前端|CSS|TypeScript|React|Golang|Node.js|全栈项目经验|可居家办公|海外工作机会,0,丰丰兔,互联网,0-20人,,97d79eecbc88ddeb1Hd92d25Fls~,陈美琪,人力资源经理,否,3,244ec7c04ba8a4360Xd52tq0ElY~,0bec6fd3315a65661HB_2tS1E1dW,DJZFSxsW7gOT6-31OKZ0yCneqbRYPOer72mE4N3Dnycp341XXxGYdB7X4iIk82vv7ghN9YXObCi2GSvfxT83SldvCqOFyxR2VtGTFX9ceJgIhtDK2OgYPdOj-p2DdVDDG7iumKbVNxR4,615594290,1yECquUO94v.search.261,,,,西湖区,黄龙,120.1258,30.27263,否,否,否,否,否,否,,否
