职位名称,薪资,工作经验,学历要求,城市,职位标签,技能要求,职位类型,公司名称,公司行业,公司规模,融资阶段,公司ID,BOSS姓名,BOSS职位,BOSS在线,BOSS认证,BOSS ID,职位ID,安全ID,期望ID,列表ID,福利,每周工作天数,最少工作月数,区域,商业区,经度,纬度,是否匿名,是否外地,是否优选,是否代理,是否屏蔽,是否直接投递,图标文字,是否置顶
全栈开发,12-17K,3-5年,本科,杭州,3-5年|本科,Vue|Java,0,臻善科技,计算机软件,1000-9999人,不需要融资,7bff1bbab604fe101Xdy2N28,蔡丽青,HR,否,3,839161efb766cbf21nZ80tm5F1o~,20360ffa3538f50f03B62N-8FVpZ,8QbALTxnqo4oD-b1G6C5mKff1aDBghX8tTz7fxSfAJ8dsIqv-TcJvVj5_erl2qrUJBwf-GdYPv0G5Kfqcc_0EiwEtLNoHHH49TNq9Pfjax8sP0UZyQXRGt3hLcoixZQcYCzoSNTvMQ~~,615594290,1yECquUO94v.search.108,出差补贴|定期体检|年终奖|员工旅游|司龄补贴|餐补|高温补贴|五险一金|团建聚餐|节日福利|带薪年假|高温补贴|职称证书补贴,,,西湖区,文二路,120.121286,30.278589,否,否,否,否,否,否,,否
高级全栈工程师,6-7K,1-3年,本科,杭州,1-3年|本科,全栈侧重后端|Vue|PHP|Python|.NET|计算机相关专业|全栈项目经验|后端开发经验,0,加砖信息,计算机软件,20-99人,未融资,f7836637748c68e71HJ909u0Eg~~,陈先生,招聘者,否,3,32bbc65ecfdf851503J90tm-F1E~,39611cf2af362ec81HJ53N-_FFZV,UqRuiGWmK593A-L1vf4vo_txzBgKvrPvuDA6Ln5ZTvS0ZIV6aaRPYZDec5Dm50Ms-h0TSA3TwFoNWfGIAE9ZEQMibzrZVg1lZM5TLqvZsJkcSLT-SUR5_Q3ef5oMn5RZ5tZRyF2w_9E~,615594290,1yECquUO94v.search.109,零食下午茶|股票期权|员工旅游|五险一金|年终奖|节日福利|带薪年假,,,拱墅区,万达广场,120.112169,30.334713,否,否,否,否,否,否,,否
全栈开发工程师,25-40K,3-5年,学历不限,杭州,3-5年|学历不限,Java|Python|SpringCloud|架构设计经验,0,上海达容创文化传播,社交网络与媒体,0-20人,,26b142848acdea831HNy3N-4GVU~,欧鹤,招聘者,否,3,d61e6fa969c1f8f60HV72Nu1FVBQ,f2ba6026823fbf9703F_2d25ElFX,_9VpryYeeq_WB-k1ZIqItUV6rv5J_zCtEjiiHJDk4JWTKXsfsr0wnRSAIN0SXpcghgYwo1X6Vud6AUOzeXX-1VMDEeq2T_uBqINewhGzLYAeW006JrYp6Q57GUskap3R8ZLQ_0VOlEXalw~~,615594290,1yECquUO94v.search.110,全勤奖|保底工资|五险一金,,,萧山区,西兴,120.236974,30.197314,否,否,否,否,否,否,,否
全栈工程师（偏后端）,12-18K,3-5年,本科,杭州,3-5年|本科,,0,凯瑞博,服装/纺织,500-999人,不需要融资,23d6f99f79cbc51203142ty5Fw~~,俞胜男,HR,否,3,bd61dcfe3a5423df1nZ62tW1F1s~,748e627bf1d76bdb03J60t67GVtR,Qg-vktK7HW3cM-x1NTZl6EaVntePt89uyVWMHTa-_cjVODfh20isGN3CAKzJaCJBVZRAhjRcoAqofWhYo77QCpYQlAcn9x-33Nxx2ElPmyqgFLmtBLVc81GbnWGsQ4zozH-7PXBCfHM~,615594290,1yECquUO94v.search.111,包住|包吃|住房补贴|免费班车|带薪年假|加班补助|年终奖|五险一金,,,西湖区,西溪,120.125788,30.272627,否,否,否,否,否,否,,否
高级全栈工程师,8-13K,1-3年,大专,杭州,1-3年|大专,全栈无侧重|CSS|Vue|Java|Spring/Spring Boot|MySQL/Redis/MongoDB|全栈项目经验,0,东山软件,计算机软件,0-20人,未融资,3f7b6146a12e280d1XRy2N26ElI~,董善东,总经理助理,否,3,d59620e5df7838411HRy2NW4FFs~,d258a45b759f13df1XB93Nq6EFRW,iBrByMubKSm1g-K1ccE-t2SSUKM_OR65J_pYh4SZ2rU8t_o6icLN9y7lwmuwRbt1iaGtgQ-rpM8TAZ-K01jGiR3zwh5mzLQ36kg7oOS_asoCiI9RpbSNzL4Ag55sqyQx7PU8q71ti0Vj,615594290,1yECquUO94v.search.112,五险一金|免费工装|股票期权|工龄奖|底薪加提成|带薪年假|保底工资|绩效奖金|年终奖|高温补贴|意外险,,,上城区,丁桥,120.21671,30.357794,否,否,否,否,否,否,,否
前端全栈工程师,15-25K,3-5年,本科,杭州,3-5年|本科,全栈侧重前端|JavaScript|HTML|Vue|Java|Python|Node.js|Spring/Spring Boot|全栈项目经验|前端开发经验,0,杭州深算授渔科技,互联网,20-99人,天使轮,01a3573f4e4ada7e03R82NS5E1o~,何亮,人力总监,是,3,8a0f1dfdb7f012220XZ_3N-6Eg~~,6bc72fd129c6ae1803B_3Nu-FFFU,ZcpEQAb48lyIk-d1dhwgP5re2VlpB-Dk2_2jSWLlNnB2OcD3o3-JVb7cGn6n7MgbP0Jl3ac_KDo5yFdL37p8Q24yhDvvQEAj5mB6J4yAqYtREVi6o93Wnud1B3-dZ3r8geGSF1fkcpx7WiGxRRei0rNQA_TWwW35Rt2mY8th8DQ2R_8~,615594290,1yECquUO94v.search.113,免费工装|股票期权|法定节假日三薪|绩效奖金|带薪年假|员工旅游|工龄奖|五险一金|底薪加提成|定期体检|保底工资|团建聚餐|有无线网,,,上城区,四季青,120.231582,30.265656,否,否,否,否,否,否,,否
全栈工程师,10-15K·14薪,1-3年,大专,杭州,1-3年|大专,Java|PHP|HTML|全栈开发|前端开发|后端开发|网络编程|数据结构,0,画梦网络,互联网,0-20人,未融资,a2312db833e3bbcb1nBy09i6GVQ~,张晓宇,总经理,否,3,e4500ef9bb47591b1XRy2NW5FFs~,d7b166f75f39c2751nF709y9EVdV,q78oH1_XRuD4_-51stjksSm37FxcbvXpAv9WLBF-P-2tgchzhLzo_xdMfT4meppL3ARxwPZVsRa0EsN1f-on-G9K3IhGmK3yqyWXy_LD7rD3qJwcE8jSO1BNvyKO35LmxNRLMYtCETbj,615594290,1yECquUO94v.search.114,五险一金|年终奖|定期体检|零食下午茶|保底工资|绩效奖金|带薪年假|全勤奖|底薪加提成|员工旅游,,,余杭区,勾庄,120.127119,30.344146,否,否,否,否,否,否,,否
杭州全栈,15-25K,5-10年,本科,杭州,5-10年|本科,Java|大数据经验|不接受居家办公,0,某大型金融科技上市公司,计算机软件,10000人以上,已上市,,吴旭迪,猎头顾问,否,3,cfa471a3d9f493450nN_39u4FldV,10c56dcc73bd5c0b03J_2t-9FFdX,pALkdLz0HY4FD-Z1c1Rt7txosICjM9lDJ7Z_nZSXqYreeMc9QYDwatg6-9Qvl_zOIDuo5rH_ykTTQT7xFi7xLnd4Ys5lfckrXhQIgtHRA4BXzP7qRxt0CHpzbRyc2Qq6YLFhKtdRByo~,615594290,1yECquUO94v.search.115,带薪年假|年终奖|五险一金|双休,,,,,120.185777,30.191728,是,否,否,是,否,否,,否
全栈工程师（游戏开发技术中台）,12-13K·13薪,经验不限,本科,杭州,经验不限|本科,后端开发经验|全栈侧重后端|计算机相关专业|前端开发经验|全栈项目经验,0,略微出手,游戏,20-99人,天使轮,f92d2041de1f465f1HZ82NW6EVs~,汤女士,hr,否,3,08dfe70714ff3f120nJ509y7FVtW,19a931a8a1fc178a03dy2Ny1GFtQ,j6fqLJHbLbZ36-N1NYIWRWhRx2frlVasbsDC12ngmwwknYFpqlqVpOHUsp84OyC03OZcKJ_yMiFIFHJ3IdoZaAIammtZdNlOwvujsob-w8LBf0LC0s3Wx7gY9sdjwJZbeoSaLUh3nQczsg~~,615594290,1yECquUO94v.search.116,带薪年假|保底工资|五险一金|全勤奖|绩效奖金|节日福利|年终奖|团建聚餐|零食下午茶|生日福利,,,钱塘区,工业园南,120.368208,30.305676,否,否,否,否,否,否,,否
游戏web全栈开发,14-22K,经验不限,学历不限,杭州,经验不限|学历不限,全栈无侧重|Vue|React|Python|Django/Flask|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验|前端开发经验|后端开发经验,0,成都电果创游科技,游戏,20-99人,未融资,6f946aab2da9f9561HF80tm9EVc~,董女士,招聘hr,否,3,69401a32e0f3b7ff33d83ty_FVM~,edec20b7ad9db59103J63929FFRT,rshrSYj5SGd0B-h1WOnyaKKcC5r9XEJP2LCa_9cKigVYpNZniU_8q4QggtjMNp1Jcg50Av5MeLukpWQtTzySC0BEpF0Gm6wgnikEFytUW3G-mVJZtisvNK7ZO4tKi7eQje3-OatBa723,615594290,1yECquUO94v.search.117,有无线网|生日福利|节日福利|五险一金,,,西湖区,西溪,120.138983,30.2705,否,否,否,否,否,否,,否
全栈开发经理,35-45K,5-10年,本科,杭州,5-10年|本科,Java|JavaScript|全栈开发|Node.js|React,0,盛康网络,计算机软件,100-499人,C轮,8741b7806d9380901Xx63927Eg~~,刘昊男,人力资源,否,3,913c6da67c9803b20nd82tq_FFpX,50d9d6083e924f821nN739y9GVVT,CqetiCOTA5d2N-l1gkQg8fUoHkG1d6r3n5ODSnCEJSRr-jkh2Tq9WUWM11OxaYMvOIblPkGNCjSPEmcXJVx_IIAj1MrR5THcrjX4oo_Sv0vV8jaM-yRFpIwopXC-1LV0Kt_63IX_Eead,615594290,1yECquUO94v.search.118,五险一金|节日福利|年终奖|带薪年假|零食下午茶|定期体检,,,西湖区,文二路,120.124791,30.276996,否,否,否,否,否,否,,否
前后端全栈开发工程师,11000-13000元/月,3-5年,大专,杭州,3-5年|大专,Java|Spring|SpringCloud|Kafka|Nginx|MongoDB|Redis|物联网经验,6,瑞邦科特,其他专业服务,100-499人,未融资,6d08ab52d1b304cf1nd409q0EFQ~,伍莉,人力资源,否,3,54cfc1c7994888cd1nVy0968EVpX,3bf546894c6059a703B90t25GVpY,BTTyIfh0SJyvn-11X-Eu3ahDKNcH5l-W6nhO9n801ZGxP7KpH-HGR0KFiiGIBCWT_tbnwlGLOVnQT0xM5y9jCn76vjJCYEmioMDiF2FwSoLjeVqJ5nQuRVzvSOjijtA4bBqIz7IGZdUCVw~~,615594290,1yECquUO94v.search.119,股票期权|员工旅游|全勤奖|五险一金|带薪年假|年终奖|餐补,,,余杭区,小和山,119.998274,30.206748,否,否,否,否,否,否,,否
java全栈开发工程师,14-28K,3-5年,大专,杭州,3-5年|大专,不接受居家办公|Java|Spring|SpringCloud|MyBatis|MySQL|Redis|架构设计经验|物联网经验|音视频经验,0,质心物联,通信/网络设备,0-20人,,8756d206d8713d261n192tm4FVI~,张未来,人事专员,否,3,1216124c8cd6f2820nV-2Ni-GFVV,8899eeef473061c11HF80t67ElVQ,oC24bNUHzr_xb-b1bvx_eLJU5k6IhkxhlGY5kjHrnhkyT0P64uZEheYAap5biDbq_Z-l4MjTvFVHep0vkpSjHK0tTNsO3wsALXDuwBLCifBBjsN6u7-izDxIinlfJzTDd1M-hWpm9vAiXw~~,615594290,1yECquUO94v.search.120,节日福利|底薪加提成|团建聚餐|零食下午茶|有无线网|年终奖|保底工资,,,余杭区,仓前,119.982573,30.276446,否,否,否,否,否,否,,否
全栈工程师,200-250元/天,,本科,杭州,5天/周|7个月|本科,,4,有赞,互联网,1000-9999人,已上市,5fc0c9406d3de0e01H143ti9FFQ~,姜先生,高级前端开发工程师,否,3,e58e41ece26d313a1Hd-39-_GVY~,7c1ca1095341039303J_3ti4GFVY,7Pr2_VRBJcCJ8-W1np0wA0dKTGy8_43b6avKk3E-K_2LAXQgnbJI-e8yXK33qfy5giiHCdfDDufWHo4s6D10OLznpwqxHINfJMZQGl4XZtNlKUqttfkuN-4MxQWXS3GAY7xpeO0slSlb,615594290,1yECquUO94v.search.121,带薪年假|定期体检|年终奖|通讯补贴|零食下午茶|交通补助|免费班车|节日福利|股票期权|员工旅游|五险一金,5天/周,7个月,西湖区,西溪,120.086633,30.25657,否,否,否,否,否,否,,否
全栈工程师,20-40K,5-10年,本科,杭州,5-10年|本科,Java|前端开发|Spring/Spring Boot|后端开发经验|全栈开发|全栈侧重后端|数字化风控|MyBatis|MySQL/Redis/MongoDB|计算机相关专业|全栈项目经验,0,泰隆商业银行,银行,10000人以上,不需要融资,5847e51ff7600b6f0Xd439m0,苏先生,经理,否,3,b870cda6536830ad0HZz39i7EQ~~,876097e0261459911XZ80tW6EVtZ,vb5R1lOdvWyvF-T1iNJyb3x5NnsPk7AOd8ZwqgXYFk-NtCl_gtlBSEdHGUl98FylI9vGzbp0cJsgVmgSjGybN2AvRN8gwFkbz5QZ2CwN79DUyGqAvRACurjPmymJAo9eovwOzGVk,615594290,1yECquUO94v.search.122,补充医疗保险|带薪年假|员工旅游|节日福利|年终奖|加班补助|股票期权|五险一金|通讯补贴|定期体检|带薪年假,,,上城区,近江,120.196574,30.22445,否,否,否,否,否,否,,否
全栈开发实习生,150-200元/天,,本科,杭州,4天/周|3个月|本科,JavaScript|全栈无侧重|计算机相关专业|全栈项目经验,4,杭州多米拉法人工...,互联网,20-99人,未融资,51743050d1ec401a03Vz0tS-FFA~,于先生,hr总监,否,3,de7be1797b4e3efa1nV_3d67E1s~,37ce147c12bb4eb403F-09W0FVpT,lp75JONazYSGQ-I1oag4kx2pfyNuhPWtQKlnGWZnwjj8YkVPs3qS2OETVAbMZayYVRDlGL3VKs2CSwh1y7asyOvJo01afkc52YnalgVrYm6ysvicjiuPtx8vN1Fa5Df3uvhRiOjnjB8u,615594290,1yECquUO94v.search.123,餐补|五险一金|带薪年假|股票期权,4天/周,3个月,余杭区,仓前,120.027276,30.275962,否,否,否,否,否,否,,否
全栈开发工程师,16-26K,3-5年,本科,杭州,3-5年|本科,全栈无侧重,0,杭州小黑力科技,计算机软件,0-20人,,dff60a8bb14acdf903V_2di4GFA~,李永成,招聘者,否,3,c8af869ed1731b480Xx60ti-EFdY,6f27602148027e6b03B52Nu0GFBQ,UoqTLZLHtvaG0-E1cTArZBpVinDmsm6gTeRpnH59vfFNYNURMZTbGzoC1JdnEbVKRFzlb06S-0oDDxAtXZVTcMPHldNJRrNWEV_9dKTyvbxNira2oR02BRDLUszBTtoyHdgcDHICtDGMFg~~,615594290,1yECquUO94v.search.124,,,,滨江区,长河,120.202089,30.182419,否,否,否,否,否,否,,否
全栈工程师,10000-20000元/月,3-5年,本科,杭州,3-5年|本科,Golang|全职/兼职 均可|Vue|全栈无侧重|大厂经验优先|远程,6,鲷鱼科技,互联网,0-20人,天使轮,9d719d621e6e593003Z92dy1GVY~,王琰,运营专员,否,3,85111e08d5fa443e03R83d-1F1s~,4cc48f6db52a731a03J639y7GVNX,cVRXhS_6K3GPg-k1m8LDMpfRcL67SCnl4VrYCOKG8remhl-kqqVWK19k532gaewNGx9_rxMKaB2sCe8YBd4-dt2YmGAU5z2Mpyte6dRmoaFJx-Zl537M58o9nTQl4moZjFtqQHSmOeWH,615594290,1yECquUO94v.search.125,,,,萧山区,宁围,120.258752,30.180681,否,否,否,否,否,否,,否
java全栈开发工程师,7-12K,1-3年,本科,杭州,1-3年|本科,JVM|Java|Nginx|不接受居家办公|分布式经验|Redis|Spring|大数据经验|Docker|微服务经验|MySQL|MyBatis|架构设计经验|Oracle,0,松格科技,计算机软件,20-99人,不需要融资,fed15d8c8c0c5e901nZ-3Ni5FlY~,王女士,人事行政,否,3,83d76e6485ca60480Xdy0928FlNW,36bb6720072f08a503d929W6EltX,54X1cz0unLSKb-A1cfyAJ9eJFo3E5jb89TFDmCAMoThaImFHleMBAGVO5kPdCAoqzWTyNbFXA4iMPCVv5kenO6tRRzRrypGxxM3CJ5uR8tSb5Cpj3P43xW4PZsbWG845XPztKRl0sI4nsw~~,615594290,1yECquUO94v.search.126,带薪年假|年终奖|五险一金|员工旅游|交通补助|节日福利|加班补助,,,萧山区,钱江世纪城,120.239876,30.239141,否,否,否,否,否,否,,否
全栈程序员,10-15K,经验不限,大专,杭州,经验不限|大专,全栈无侧重,0,杭州暴燃熊商贸,互联网,0-20人,未融资,1a38ab6185e9da0e1Hdz2N28Elo~,戴涛,经理,否,3,42ba6f7124c397aa0XV42dy_FlZV,cd774c9152c379111H143NS1E1ZT,WBMk8ZqXvvbwn-61oDjS5w_EmY17k0Qhw3dtnlVvS3y__5l5skPcoSeay-46y86RDOjYrUf2IbCJFyky7qrzYQNB2bDLBElbwmVkz4aeQ-ZRCngfBuK0v0GaPvfGv4B01CC74kU0ev3THA~~,615594290,1yECquUO94v.search.127,有无线网|保底工资,,,西湖区,三墩,120.074502,30.319963,否,否,否,否,否,否,,否
php全栈开发工程师,15-20K,1-3年,本科,杭州,1-3年|本科,PHP,0,亿家千城,电子商务,20-99人,,7a7715f5d0e2d0c61HB-3921FVE~,陈女士,人事行政,否,3,2c2dd668454866df1nZ50t6-FlNY,d900486ab765b1b81HJ42dm4FlZQ,xpZB8JDubD2Gt-81s-NW3ni47O22bCIW7l1gU7L7qtaqVws9bDDRs8y7-25CZy5Qxf5wfYne8yud59Xpwo1Co17xB1RPlsv4agTz8EQ_plPjBLSUbL7daEMvlgGjEo5eR9Pme558uDhKTg~~,615594290,1yECquUO94v.search.128,,,,萧山区,新塘,120.266383,30.136983,否,否,否,否,否,否,,否
PHP&uniapp全栈开发工程师,12-20K·13薪,3-5年,学历不限,杭州,3-5年|学历不限,PHP|MySQL/Redis/MongoDB|Laravel/Yii/ThinkPHP|PHP开发经验|uniapp,0,小鑫科技,计算机软件,20-99人,不需要融资,246233f7ddddcd2303F52dS8Eg~~,熊先生,技术经理,否,3,f16d567763f4c6290nRz29u7F1dU,abb3a2daab1c28231Xd909S0FVBT,WYyewhl1KvhQ9-I1PynT7SUNQLe4nlHUAhyBjc6DzEdsMlvWzH34fcS3Lvkm5Etsi0aFhqyaS8QzdrZgmZLkYhMMnlgaVIROGIJTyN7M4AUTQXjmJqQ-HxyoezoWVVoUzn0XhXnDcrR4,615594290,1yECquUO94v.search.129,股票期权|员工旅游|带薪年假|团建聚餐|保底工资|有无线网|节日福利|双休|零食下午茶|五险一金|定期体检|绩效奖金|年终奖,,,滨江区,浦沿,120.156883,30.180972,否,否,否,否,否,否,,否
全栈开发工程师,7-10K·14薪,1-3年,本科,杭州,1-3年|本科,Java|不接受居家办公|微服务经验|SpringCloud|MySQL|Redis|Dubbo|Spring|springboot,0,沃瑞电力,计算机软件,20-99人,不需要融资,b0029ae652c6347f1Hx929W1,黄女士,行政人事,否,3,73f25a9fcfb52f211HRz2tW6ElA~,995b30ecd443e57a03By39-7EFJT,YgcpyO1q5eZgV-_19nfQA5fxleGXf80QVf7p_M9_VP1RwY6ws9oqbsF-bLQuGJ89YgKm8LfiaDwh2zDPlcU7J3ZE1or-_60uyIh2jIa131iWkK_bP719u8muIvNNq1j54DZGtD8I8w~~,615594290,1yECquUO94v.search.130,交通补助|高温补贴|节日福利|绩效奖金|通讯补贴|有无线网|餐补|员工旅游|意外险|生日福利|定期体检|年终奖|带薪年假|五险一金|团建聚餐,,,西湖区,文二路,120.120736,30.281351,否,否,否,否,否,否,,否
资深全栈开发工程师,150-200元/天,3-5年,大专,杭州,3-5年|大专,后端开发经验|Vue|全栈侧重前端|计算机相关专业|前端开发经验|Python|全栈项目经验,6,杭州事不怡驰信息科技,互联网,0-20人,,77f060ef112569821HN53Nm4Elo~,林先生,经理,否,3,92499ff64de651940XN83dq9EVJT,6eae5be5fe42fe7003By3Nm_ElJX,KerNTC3Egjh0J-E1tMVGmmsvg2zp_T2W_tO_KWinDR-rhlOEX9u0XLls80_VItXz1lKidrZlYHY_sIu3x6j-fEXRlvplxQva3XzROQcvqVwR7E38lbMQjTw3inL972aRV-M8EsWoJy4sTg~~,615594290,1yECquUO94v.search.131,,,,拱墅区,文一路,120.106056,30.302798,否,否,否,否,否,否,,否
全栈工程师—杭州初创团队agent方向,40-70K,经验不限,硕士,杭州,经验不限|硕士,,0,某人工智能公司,人工智能,0-20人,天使轮,,蒋银皓,猎头顾问,否,3,bbc9ccb0f9866c450nJ52NW_GFJQ,88aab01d7bf9cf2903d-3Nq9GVVR,zqAzgzGHyXbJd-v1gliCzWMGykoWUlqdSBSIvxEki-8XAdo6HR0DTlLp8r6N5HcY0JJCSe2sjJDs3vfT2FEqowrUxV5eS6h4dA62RB3O4mIvTvuKlO_RCEBjaEb78s0d5fqaZN8IByNPxw~~,615594290,1yECquUO94v.search.132,,,,,,120.035022,30.308858,是,否,否,是,否,否,,否
高级全栈开发工程师,8-11K·13薪,3-5年,本科,杭州,3-5年|本科,后端开发经验|全栈侧重后端|Vue|PHP|MySQL/Redis/MongoDB|计算机相关专业|React|前端开发经验|Python|全栈项目经验,0,千烈科技,通信/网络设备,0-20人,未融资,e08e08c0a48f73e60X1-29q6Ew~~,李涛,技术总监,否,3,50d30f7597722f210nF-2dy7E1ZS,5f6db25663215f871H1y0tS9ElJY,0tqYtN-Qp82s8-B1uX42Jv0StMczXgQS4Y4UQPiB0qO2RpPREiDn_GRvjlvTp3fRT0Qh4xZK5AjsSyB_b1RoHOLaF7oCk9lenxPo1N03P3Nz9Y5amjPfsZsePYqHzrqbr3WC57K1DaZ5,615594290,1yECquUO94v.search.133,交通补助|五险一金|定期体检|员工旅游|股票期权|通讯补贴|带薪年假|年终奖,,,拱墅区,和睦,120.130065,30.301061,否,否,否,否,否,否,,否
PHP&GO全栈开发工程师,18-22K,5-10年,大专,杭州,5-10年|大专,PHP|Golang|Laravel/Yii/ThinkPHP|全栈工程师,0,杭州大步向前,互联网,20-99人,未融资,35d5e6326cece39f1Hx62tW6ElU~,孙女士,人事专员,否,3,c604a28baaea02a90nV_3tS6GVZQ,06173cd97eb1f86203F-29-_EVBQ,F5gW3EfoSPw5D-i19RlzDsEZuNtbZl5n6o1H0K10lS1tpSsk33cYL-EqrfiQF4n9wImsVMNvs0QA-BIamhuwOU89VBw2I2FXF06pK6rTjwgIljv_ZXCJiVc1geEWVdJDjMv3IDbm2wmEYA~~,615594290,1yECquUO94v.search.134,底薪加提成,,,滨江区,西兴,120.222563,30.180827,否,否,否,否,否,否,,否
全栈开发工程师,11-20K·14薪,1-3年,本科,杭州,1-3年|本科,全栈侧重后端|Vue|.NET,0,中智达,计算机软件,100-499人,A轮,403da9894c8e64c71XVy3ty6Fw~~,何女士,HR,否,3,a0857426ae3664aa03x83Nu6FVc~,be2b79cf2a701e0903J43tu7GFNW,7FrjitCOOc2w8-d1PzCfhHJIMKv2Ef4V8SsEgoQ7jzLQvK64re1atEDel9KxuiHjKCn1HLnux8hLHK2-Tjw8i5etzp3uTbCgXcG_vz6tCM57J0V1_noFWPXRZ_oiLlxwUfj51FAk3oM~,615594290,1yECquUO94v.search.135,餐补|员工旅游|交通补助|定期体检|五险一金|节日福利|通讯补贴|年终奖|生日福利|带薪年假|补充医疗保险,,,余杭区,仓前,119.985071,30.286037,否,否,否,否,否,否,,否
全栈开发,20-30K·13薪,经验不限,本科,杭州,经验不限|本科,TypeScript|Java|后端开发经验|JavaScript|全栈侧重前端|可兼职|计算机相关专业|前端开发经验|React|全栈项目经验,0,杭州灵玑人工智能科技,人工智能,0-20人,,89314d33bf3cf6b21Hx80t68F1s~,李先生,ceo,否,3,d3e803665af9295103Nz3du1FFc~,28f45481121534c503Z-2N65EldX,7hYGnp0GtnSq1-71nRWAgW73XSCdmh84hPsXUUw4xEFM6bb6mjwSv649_mHDGtUuhw7PG5Pz2YMw_T4CpyO033IfJQ57KtQZaRMUf10AuawSYDL29cRzoDA6u_v_wj5asD1dyI40Zqol,615594290,1yECquUO94v.search.136,,,,萧山区,西兴,120.239876,30.239141,否,否,否,否,否,否,,否
全栈前端开发工程师,19-27K·14薪,经验不限,本科,杭州,经验不限|本科,,0,杭州盗火者光电,半导体/芯片,0-20人,,110c0ff0730636bb03V63N21EFQ~,李晗,产品总监,否,3,2ab16c118847eb530HR_296_FFRY,b2b09660ea75266303dz29m5EFRV,dwRSU0Reifwt7-O1dSAZe-tEMxZhnvu5wyFNy9hAQaUgS0Dutbw4UWBztNjmEIYQ9ACV1ExLND4lfmYAnbEH6wPh9vqoAUUAEFE1UJNPRUZPEVRV_so2lvqpxjHMR8lMj9VG3gE8s8674g~~,615594290,1yECquUO94v.search.137,,,,萧山区,西兴,120.246497,30.23825,否,否,否,否,否,否,,否
java全栈工程师,10-15K,1-3年,大专,杭州,1-3年|大专,Java|微服务经验|MySQL|Spring,0,杭州保芃达科技,计算机软件,20-99人,,e1cbddf9660cddcb1H163du0EFo~,谢记年,电商技术主管,否,3,5de82547bc73b4fa0nJ50927GQ~~,785539de367c262603J62966FFNT,R2-Mzratgd4Rk-71RM0o5mlEWmcRzCrIgSf81mH4COCEYRpUeAOSB3KiS4rLceu1LYjovJjgEmSVC_uo5Z_qBWIsRXo72maSyWBS37jslljOr6ZxWGe1ttBG3Pcy-9tkdM_IyULtLls~,615594290,1yECquUO94v.search.138,,,,西湖区,西溪,120.072683,30.314134,否,否,否,否,否,否,,否
资深全栈开发工程师（AI工具高效开发方向）,20-35K·13薪,3-5年,本科,杭州,3-5年|本科,,0,华信设计,通信/网络设备,1000-9999人,已上市,34b36a1ccb1173481nR52964Fw~~,柳女士,部门总经理,否,3,09ddadc7595e1aaa0nV40tu5ElQ~,f41c31219618292603Zy2tq8GFdS,c4TSBEiKxau23-O1kFteq5wt6Fe7xcC7Tj2oEKHOfyVInxTTNYsvb-UiP3BVZpyKzqYM3lEq4zSFE1BvKxfBnhXMvRRyKg91ZkFzJ9SrHdDWX-_Llqz8WHyDZZJJlPBx3GrMeUQWkPw~,615594290,1yECquUO94v.search.139,法定节假日三薪|定期体检|绩效奖金|补充医疗保险|通讯补贴|带薪年假|生日福利|员工旅游|住房补贴|交通补助|加班补助|年终奖|餐补|五险一金|高温补贴|意外险|节日福利|企业年金,,,滨江区,长河,120.209963,30.18933,否,否,否,否,否,否,,否
nodejs全栈开发,10-15K,1-3年,大专,杭州,1-3年|大专,nodejs|mongodb|rabbitMq|TypeScript|全栈开发|nestjs,0,浙江星狮达科技有...,物流/仓储,100-499人,A轮,13af21f0a471af7b1nF529q6E1E~,王华,研发经理,否,3,31bd187d3480aca90nV93dq4FVJW,254e62240360b0e01nBy29W7FldY,tCmAzyQhYb7mH-E1b7Nzd3isZPhQncQaRlKno8Dvtk_Sh0bzsq9-CCSoGDte10qq9275HyNdzLQeNYKiZep2JGSYWmkAR2blrgjrCrgKFVsStYUFQi4x4O8j7S1KriiGnjg-B1-gLziGKw~~,615594290,1yECquUO94v.search.140,员工旅游|零食下午茶|节日福利|带薪年假|五险一金,,,余杭区,仓前,120.005807,30.278029,否,否,否,否,否,否,,否
全栈开发工程师,15-20K,经验不限,本科,杭州,经验不限|本科,计算机相关专业|全栈项目经验,0,天眼智联,互联网,20-99人,天使轮,e44f1b0278362b271nB93tu8GFM~,王一迪,HR,否,3,0b379ff758f01b3e0ndy3tm5EFpY,4130feda06e48dd303J52tu6FFZQ,19P4HDGncsihf-S1RQrNfKgQw97wyLE-OnvvB1B791MES48LxS2aVTxYJJdwp3U0HjgXv3DDQR7dQpDfY3S2xoCLCDRyZRoVCtxrzekIuxJKD95nDL1iM2FjE8tf59GAYB1PNXU9iT63oA~~,615594290,1yECquUO94v.search.141,定期体检|五险一金|加班补助|股票期权|团建聚餐|零食下午茶|带薪年假|节日福利|年终奖|生日福利,,,余杭区,海创园,120.01746,30.281423,否,否,否,否,否,否,,否
