索引,职位名称,公司名称,薪资,工作经验,学历要求,工作文字信息,URL
10,全栈开发工程师,华跃晨,10-15K·13薪,3-5年,大专,"智意工地(基础管理平台，劳务实名制系统，智能物料验收系统，智意工地云平台系统，质量安全管理系统，物料客户端，CHM等)技术栈 前端:Echarts自登引擎，websocket，layui，vue，blazer后端:NetCore6.0+8.0，SqlSugar，Jwt,RabbitMg,Redis,Oss, EppPlus, Aspose
QrCoder,
Nlog,SequentialGuid, Mapster,
SuperSocket,Snowflake.Core 雪花ID
AspNetCoreRateLimit
DotNetCore.CAP，MQTTnet等十坛フ小长
建项目)
2，各业务模块的技术方案与业务方案整理3，核心业务的功能开发(产品授权，单点登录，设备人员授权，考勤接收等)
4，不同品牌，不同硬件设备的对接，不同协议(WebSocket，MqttTcp，Http等)服务搭建3，各产品业务规范，代码规范，性能优化，基础服务组件(OSS，Redis，HabbitMg等)的重写，保障各产品
正常运行4，按产品，按月份分库(各产品由单库拆分为不同的数据库)，按数据分表(比如工资报表数据按月分表)
个人业绩:1，各产品各自登录，整合成SSO单点登
泵
2，各产品框架项目升级，由framework升级成.netcore6.03，基础组件Redis,OsS.HabbitMg等错误使用方式引千十口台4，异常占用CPU，内存，带宽的bug性问题定位与解决
5，包含协议(WebSocketMgtt，Tcp，Http)不同品牌的人脸设备，身份证读卡器，安全帽，塔吊，升降机，水表，电表，地磅仪，视频监控，硬件服务搭建，6，数据中心服务，基础数据汇聚，数据流转由定时转为实时，提高数据实时性，数据分发转发给各第三方平",https://www.zhipin.com/job_detail/9123a9a43a25a48503J_39u5EFNS.html?securityId=jDPBSp3Riii6G-o1nMaWqDXPmgszKCxoCdjofkhHGR3qaWdyY-2o2sYMqHJJFL8-JGiC0BPi69kCcRKg6lNn6Ea9vFS6onl2L_4z2EMkmoeOf8iUExlzZ_wJBx9yufr9My8W7ddW9M72jPlEj59z-7K7dIEgZTlsi3eX9aZQhb1zjHS-&ka=search-list-1yGQl9q2wIO.search.11
11,AI全栈开发工程师（医疗智能体）,美联控股,18-25K,5-10年,本科,"岗位职责：
1、AI驱动开发前端界面与后端服务应用，实现模型与业务场景的高效结合
2、参与技术预研，探索多模态、RAG等前沿技术方向的工程实现
3、负责带领前后端开发利用AI工具进行业务开发，具备全栈工程化能力，能实操与指导研发工作
任职要求：
1、有扎实的前端技术基础，熟悉主流前端框架，能够借助AI工具前端开发
2、熟练掌握Python/Java至少一种编程语言及常用的技术框架，能够运用AI工具进行后端开发
3、熟练掌握langchain/spring ai至少一种AI开发框架
4、熟练使用Cursor/Trae/Codebuddy至少一种AI编程工具
5、有一定的AI产品或项目开发经验，具备全栈项目落地经验
6、有AI智能问答相关开发经验优先",https://www.zhipin.com/job_detail/1c6184835486bab803J_3d64F1VR.html?securityId=S9-EsyhssWuGP-W1crvoqBtrp58kbRIBlk7lVKYmrBhZ9OYYgabOSP_UBvCQA1mcYdRQnaynHJYkYW_oynP8dqmvR0hbdFuqnCW-jKQZ8GYmhHP4HSMCd_J9v8j8HmXRvl3gW_l4sBmu&ka=search-list-1yGQl9q2wIO.search.12
12,全栈开发工程师,为宏智能,9-14K·13薪,1-3年,学历不限,"岗位职责：
1、分析、理解客户的业务需求，参与公司对外产品的前后端功能的设计与实现；
2、参与软件项目后端开发，能独立完成系统模块后端开发工作（Java）；
3、参与软件项目前端开发，能独立完成系统模块前端开发工作（主要VUE）；
任职要求：
1、技术能力扎实；
2、具备全栈web项目开发经验；
3、熟悉Springboot等服务端主流开发框架，并有实际项目开发经验；
4、熟悉Javascript、HTML5、CSS3，VUE等前端开发技术，并有实际项目开发经验；
5、熟悉SQL，熟悉Mysql数据库；
6、熟悉IDEA开发工具；
7、有linux操作系统下部署经验者优先；
8、具有良好的沟通能力、团队合作精神和职业稳定性，工作积极主动、责任心和学习能力强。",https://www.zhipin.com/job_detail/b33663d07283d65903B_0968F1ZY.html?securityId=cnMtaTL4BZCmA-x1dqAFYYJnIe__hGRABCO1oalPfOfLPgJC9G6KbzgeHhSQmzn940O-5zln-1fGX7_Q-XA2SMah8wEdLPWVGqlr8OUvPIu8B4DpdNfWDGSCEyvM8E0hOMFAmuz1nfU~&ka=search-list-1yGQl9q2wIO.search.13
13,杭州-全栈开发,耀辰捷,10-15K,5-10年,大专,"岗位职责： 项目周期5个月，表现良好留用
1. 负责Java Web的全栈开发工作，包括但不限于前后端设计与开发。
2. 根据项目需求，进行系统设计、开发、测试、维护以及优化。
3. 与团队成员紧密合作，确保项目按时交付且质量达标。
4. 解决开发过程中的技术难题，提升系统性能。
任职要求：
1. 具备扎实的Java Web开发技能，有5年左右的开发经验。
2. 熟练掌握前后端开发技术，能够独立完成系统设计与开发。
3. 有良好的团队合作精神和解决问题的能力。
4. 对新技术有持续学习的意愿和能力。",https://www.zhipin.com/job_detail/265b7a2e681f2eba03J-3tq5GFFY.html?securityId=IVvB7m5ju7sZ5-71awMeUmdROdL_sGGDRc4AfO4AE9Z2LqMzxI2bOuNSLm5KvH8LvRuvJV5TXTrAJWxPd8hrEsxI7UvoIX27zzOr7pDUb9c7OLoWl-SxixRlOsC-wy595_LmooTVUp6APg~~&ka=search-list-1yGQl9q2wIO.search.14
14,Java全栈开发工程师,紫鹏科技,6-7K,1-3年,本科,"Java开发岗位描述：
1、 充分理解项目需求，按需求负责业务后端服务或应用的开发、优化；
2、 负责功能模块的设计、开发、单元测试及性能优化，能高效和高质量地完成开发需求，交付时满足测试要求和规范要求；
3、公司培养全栈工程师，参与核心应用模块的开发，能快速定位及解决开发和运行中的技术问题。
5、大小周工作，早9：00-18：30；
任职要求：
1、全日制正规本科及以上学历，计算机、软件工程专业，至少2年以上Java开发经验；有大厂工作经验可适当放宽。
2、具备扎实的计算机专业基本功，熟练使用Spring MVC开发框架；熟练使用html，css，js等前端页面开发技术。
3、熟悉微服务的设计理念，有实际的Spring Boot使用经验者优先；
4、熟练掌握关系型数据库Oracle或者Mysql的设计和开发要领；
5、具有较强的沟通表达能力和良好的职业素质。",https://www.zhipin.com/job_detail/450de82f343dbf1303Z82du4FVpW.html?securityId=LCU4KdI2N8Iy9-81Q0af940JErV45W3pLl_G__obrf_j28Wuv-mhA8kmnzjswTs9DhTzn3X1ftpS08tpyIWjrw_Mkb2ensFSyIBG1gARU_Dk7cHVZhEXH2YH_c8Zr4PtVtr9jCJGy1TfFg~~&ka=search-list-1yGQl9q2wIO.search.15
15,全栈工程师（python),添遇网络,10-15K,1-3年,本科,"一、岗位职责
1. 深度参与产品的需求分析与设计，从技术角度提供专业建议，确保产品架构具备高扩展性和稳定性。
2. 承担项目的全栈开发任务，包括但不限于前端页面的构建、后端服务的开发以及数据库的设计与优化，确保项目按时高质量交付。
3. 与设计团队紧密合作，将设计稿精准转化为高效、美观且交互性强的前端应用，注重用户体验和界面性能优化。
4. 运用后端开发技术，如Python、Node.js等，开发高性能、可扩展的后端异步服务，处理复杂的业务逻辑和数据交互。
5. 负责数据库的选型、设计和维护，熟悉关系型数据库（如MySQL、PostgreSQL）和非关系型数据库（如MongoDB、Redis），优化数据库查询性能，保障数据的安全与完整性。
6. 积极参与团队的代码审查和技术交流活动，分享技术经验，提升团队整体技术水平，遵循统一的代码规范和开发流程。
7. 对线上系统进行监控和维护，及时响应并解决系统出现的问题，保障系统的稳定运行，进行性能调优和故障排查。

二、任职要求
1. 本科及以上学历，计算机科学、软件工程等相关专业，1-3年全栈开发工作经验 。
2. 前端开发方面：
- 熟练掌握HTML5、CSS3，能够编写语义化、兼容性良好的前端代码，实现复杂的页面布局和交互效果。
- 精通JavaScript语言，深入理解其运行机制，熟练运用ES6+特性进行高效开发，熟悉TypeScript更佳。
- 熟练使用至少一种主流前端框架，如Vue3.0、React，理解其核心原理和生命周期，能够进行组件化开发和状态管理 。
- 熟悉前端构建工具，如Webpack、Vite等，掌握代码打包、优化和部署流程，了解前端工程化实践。
3. 后端开发方面：
- 精通Python后端开发语言（熟悉Django、Flask、FastApi等Web框架） 。
- 精通HTTP、HTTPS、UDP、TCP等协议开发。
- 熟悉异步编程（asyncio）、协程及高并发处理（有FastAPI、Tornado异步Web框架者经验优先）。
- 熟悉RESTful API设计规范，能够开发高效、安全的接口，实现前后端数据交互。
- 了解分布式系统架构，具备微服务开发经验者优先，熟悉常见的分布式组件，如消息队列、缓存、分布式事务等。
4. 数据库方面：
- 熟悉关系型数据库的设计、开发和优化，熟练编写SQL语句，具备数据库索引优化、查询优化能力。
- 了解非关系型数据库的应用场景和基本操作，如MongoDB的文档存储、Redis的缓存使用。
5.服务器方面:
- 熟练掌握 Linux 基础命令（文件操作、进程管理、权限控制）。
- 熟练使用ubuntu系统。
- 掌握Nginx，反向代理、负载均衡、HTTPS 证书管理、性能调优等。
6.掌握 Git 版本控制与协作流程（分支策略、冲突解决）。
7. 其他技能和素质：
- 具备良好的问题解决能力和学习能力，能够快速定位和解决开发过程中遇到的技术难题，不断学习和掌握新技术。
- 有较强的团队协作精神和沟通能力，能够与不同部门的人员有效合作，共同推进项目进展。
- 对技术有热情，关注行业技术动态，积极探索新技术在项目中的应用，有开源项目经验者优先 。
我们能提供的：
双休，朝九晚六、五险、节日福利、生日下午茶
足够的资源支持和团队配合
0-1系统的搭建实操开发，深度的实施空间和想法落实
年轻化的团队，超出大脑的思维，足够塑造你成为多边形战士
只要你有想法，选我们就对了！！！",https://www.zhipin.com/job_detail/d2b49a0c8ddf2eca03F62NW9FlpU.html?securityId=To5OxbZ1rdo9a-V1MejHmhIo5z-PwyOy_NWMKQ3QBXRWcJZtj0TF8cnioMoItiYmpbrxEbrgkMvWm99WutCCS6B9Fe7bwBMKEiDl4dOESan1Vs5Nl9rZSxdtI3Txk0a1uewEVOiz4tT6jg~~&ka=search-list-1yGQl9q2wIO.search.16
16,AI全栈开发工程师（实习）,不鸣科技,200-250元/天,nan,本科,"Ⅰ. 岗位职责
 1. 负责企业内部AI产品业务研发及体验优化；
 2. 能够灵活使用前端、服务端、客户端相关技术，高质量打造内部产品体验；
 3. 配合产品、ui团队、测试团队，从用户角度出发，提升用户的产品体验，交付最优的解决方案。
Ⅱ. 岗位要求
 1. 本科及以上学历，在校大学生，能实习6个月以上；
 2. 熟练使用React、Nodejs、Nextjs、SWR，ORM等，并对项目工程化、模块化和组件封装有深入理解和实践； 
 3. 掌握至少一项主流数据库技术：PostgreSQL/MongoDB等，熟悉Docker、Redis、k8s等云原生产品技术；
 4. 熟悉AI应用开发技术（如Openai SDK/LangChain等）；
 5. 了解LLM大模型相关技术概念（RAG/Tokenizer/Embedding/微调）；
 6. 了解Typescript、ES6+语法，eslint重度使用者，对自己的代码规范负责；
 7. 熟悉Git-flow, 深度参与开源项目优先。
Ⅲ. 加分项
 1. 有负载均衡相关技术的构建和部署经验；
 2. 对开源项目有贡献
 3. 对游戏行业有了解或游戏爱好者",https://www.zhipin.com/job_detail/97eb3ec64d247daf03B_2tu1FVFR.html?securityId=iJiVOTpFEvULz-n16pj21Yl2F6yits1DrodsxBMdAl1UsNF5qJI-y0ayOT6th4Zf8IDGwqptuBcnXaMqm5ozmRHViS3Tv2j_Yp8nooELLXds8fE22MdESEhbDwRJiZlMDTXu_coIyMT6_ldLOHZ1YnPyoy1VHv2GUV4iCTDRsX0iIOQE&ka=search-list-1yGQl9q2wIO.search.17
17,初级全栈工程师,上海贝津铭科技,13-20K,经验不限,学历不限,独立完成小项目的全流程开发。,https://www.zhipin.com/job_detail/be040053f389c7b903J42dS5GFtT.html?securityId=3AVmeRAUBizeD-41PkDS8ggRO6yMCVfgbNa_tK0WWdquTh0fI5RZK8XewhuBGhEh6UkFscq-euMTKOQcmZMGjngyl9PmX725SQ-Uqdww65bzdZny3FDrov9vpvCReOV1oAM0Vg36nOrl9g~~&ka=search-list-1yGQl9q2wIO.search.18
18,全栈工程师（php+vue）（南京）,南京寻优,13-20K,3-5年,学历不限,"实际工作地点：南京市南京南站附近
岗位职责：
1、负责服务端接口开发；
2、协助需求分析、系统构架、数据库设计文档编写工作；
3、负责公司现有产品的优化和升级。
任职要求：
1、3年以上PHP项目开发经验，计算机相关专业优先；
2、熟悉Thinkphp、Hyperf、workerman框架优先；
3、熟悉前端技术，具有vue实际开发经验（必须），熟练掌握vue2、vue3、typescript
4、深刻理解面向对象设计思想，OOP设计模式；
5、具有手机app开发经验，移动互联网相关行业经验；
6、熟悉MySQL优化方案，有大数据量的数据库设计及规划能力；
7、熟悉Redis缓存技术；
8、熟悉Linux；
9、熟悉网站分布式架构，MySQL主从，集群；
10、有良好的编程习惯，注重代码效率，能够编写规范、优质与高效的代码；
11、工作积极主动，善于沟通，能够较快理解业务需求。
12、至少一个swoole实际项目经验、 至少一个shell脚本开发经历、必须使用过常见的并发处理技巧，必须是之前有实际项目经历。满足这四个条件的可加分。",https://www.zhipin.com/job_detail/e4c1b90119b8f8bf03Fy29y9ElNR.html?securityId=TnBLe6REKkupr-81fH2dERPRIr-4LV67ButvADpt_nlkxnCKNculYxpGSElw-IQhWpo6dmbvmi6Dbq7TNJkgFQABAuxVczIsQkak1gmvv6GNpepTHXwZOtfdK_fm2oAhtOlFah0800PEnw~~&ka=search-list-1yGQl9q2wIO.search.19
19,全栈开发专家,中僖控股集团,9-11K·13薪,3-5年,学历不限,"职位描述:
具备前端和后端开发能力的全栈开发工程师，需要你能够独立负责项目的全栈开发工作，包括用户界面、服务器逻辑以及数据库等部分。优先考虑具备金融支付系统（收单、支付、代付）开发经验的候选人。
主要职责:
1. 负责前端和后端开发，确保项目从需求到上线的整体实现。
2. 参与公司支付系统的开发、优化及维护，尤其是收单和分账等功能模块的开发。
3. 参与系统架构设计，确保代码的可扩展性、可维护性和高效性能。
4. 与产品经理和设计师合作，确保用户体验的最佳实践。
5. 能够快速学习和适应新技术，参与技术难题的攻克和技术创新。
岗位要求：
1. 前端开发能力：熟悉HTML、CSS、JavaScript，掌握至少一种前端框架（如React、Vue.js或Angular）。
2. 后端开发能力：熟悉Node.js、Python、Java等后端编程语言中的一种或多种，具备使用相关框架（如Express、Spring等）构建后端服务的经验。
3. 熟悉数据库技术（如MySQL、PostgreSQL、MongoDB等），有数据库设计和优化经验。
4. 具备基础的DevOps知识，了解版本控制（Git）、持续集成和部署流程（CI/CD）。
5. 1-2年全栈开发工作经验，有支付系统或收单系统开发经验者优先。
6. 良好的沟通能力，能够与团队成员有效合作，解决问题。
7. 强大的学习能力，能够快速掌握新技术，并应用于项目中。
优先条件:
- 有参与支付系统、收单系统、分账系统或代付系统开发的经验。
- 熟悉支付行业的相关规范和安全标准（如PCI DSS）。
- 具备良好的代码习惯，能够撰写高质量、可维护的代码。",https://www.zhipin.com/job_detail/e439c24787b2c2941H172dm0GVBU.html?securityId=3SzksZVg4V5yV-m1w1vD0qTDESINe4XqwY3zRTJ4ir0_0zwpvdQsSuMB4rf64pkuhLvTnE3XRor0Iysu74W3LyfMWacMOU2aHM7a3bH0LsXGEeQuB7a9PuifU1OZ9w8acTwnVvcL0QkGwg~~&ka=search-list-1yGQl9q2wIO.search.20
20,Agent全栈开发实习生,有赞,200-250元/天,nan,本科,"我们能提供什么？
今年不愧是Agent应用元年，已有大量优秀产品涌现。在有赞内部也以高频的黑客松活动来鼓励每一位小伙伴积极投身场景探索。
在有赞你可以充分发挥想象力，沉浸式体验2B业务的Agent项目，并通过多维度场景理解+技术创新+工程应用落地，进入真实商业环境、理解业务决策与AI应用的关系。
核心能力要求 ：
需具备扎实的工程能力，有实际开发过 agent 相关应用或平台的经验；
对技术保持好奇心，愿意探索前沿领域（如 agent 框架、context engineering、智能体应用等）；
注重实际落地，能将技术转化为业务价值；
技术方向侧重 ：
关注 agent 框架（如GitHub - alibaba/spring-ai-alibaba: Agentic AI Framework for Java Developers、https://openai.github.io/openai-agents-python/、https://strandsagents.com/latest/）
ai 网关（如https://github.com/BerriAI/litellm、cloudflare 的 ai gateway）
browser-use（如GitHub - browser-use/browser-use: Make websites accessible for AI agents. Automate tasks online wi、fellou）
通用 agent（如GitHub - kortix-ai/suna: Suna - Open Source Generalist AI Agent、GitHub - FoundationAgents/OpenManus: No fortress, purely open ground. OpenManus is Coming.等）
建议从 rag、text to sql、sandbox、deep research 中选一个深入研究
基础任职要求 ：
计算机 / 数学 / 电子工程等相关专业本科及以上学历；
熟练掌握至少一种主流编程语言（Java、JavaScript、Python 等），前端/后端/移动端擅长其一；
具备扎实的计算机基础知识（数据结构、算法、操作系统、网络等）；
对 AI 技术有浓厚兴趣，有实际项目经验或参与过 AI 相关实践活动；
了解基本的软件工程实践（版本控制、测试、CI/CD 等）；
具备良好的学习能力、沟通能力和团队协作精神；",https://www.zhipin.com/job_detail/ab8987dc9253945903J53d6_GFNR.html?securityId=VqGIXGMgqqSXe-v1gwy7Ybm_RvlLypOOH9N4BN6CU3PrL6C0eSx0rb_fRZYnvtr8RObn5mSXrD-_feYc6uc1aK9iMYrZz2oHoZb1I62Hz0V_7krTH3fG7kkBica7yNOWjVEbode1X2A~&ka=search-list-1yGQl9q2wIO.search.21
21,全栈开发工程师,智微信科,10-15K,3-5年,本科,"岗位职责：
1.负责参与产品及项目的需求分析，场景设计，能提出解決方案并参与系统实现;
2.负责项目的前后端架构和工程化框架，提升全栈开发效率；
3.能独立开发和维护系统，改进流程并部署上线。
岗位要求：
1.计算机本科学历，3年以上相关工作经验，能独立开展日常工作，具备独立解决问题的能力。
2.熟练掌握至少一种后端开发语言（GO优先/nodejs），具备扎实的编程功底和丰富的工程化实践经验，能够独立完成高质量的代码开发。 
3.熟练掌握http通信协议、Restful API等接口规范，熟练掌握Maven、Git等项目管理及构建工具；
4.熟悉MySQL、Redis、Elasticsearch等数据库及消息中间件技术（如RocketMQ、ActiveMQ、RabbitMQ、Kafka等）；
5.熟悉Docker, kubernetes的容器化和集群部署，有敏捷软件开发和持续集成/持续交付经验者优先；
6.具有强烈的责任感和自我驱动力，有团队协作精神和良好的沟通表达能力，爱钻研，学习能力强，对新技术保持好奇心，愿意不断学习并应用到实际工作中。",https://www.zhipin.com/job_detail/cfa1ff5d7669caaf03Z92d-9F1FX.html?securityId=Ot2u942oSlMPD-v1jNxkbEH-TVqyo8v0Qg6QBG-yW4eff6VP6qRLTWOWdCjwFdxm_0IR9WKNFkIsxuIX6hBT0htqDO38gnxxsjCHHrNC6kXhLoldM_xqJkJ9olkzxYtOe8Yn7ANGq1I~&ka=search-list-1yGQl9q2wIO.search.22
22,java全栈开发工程师,龙测,15-25K,3-5年,本科,"职位描述：
1、理解和分析产品（公司测试平台为主）需求，给出合理的技术方案和开发计划；并能够及时解决项目的技术问题
2、负责需求分析，开发设计，出详细的开发设计文档和接口文档
3、负责完成核心代码的编写，问题排查及解决，以及性能调优等
4、负责对项目的开发时间节点和质量的把控
5、全栈研发工程师，后端Java，前端vue3开发
任职要求：
1、前、后端全栈
2、java基础扎实，熟练使用数据结构，多线程；掌握常用设计模式；熟悉jvm，包括内存模型、类加载机制及性能优化
3、3年以上java及web应用软件开发经验
4、精通 熟练掌握Spring、Spring Boot、MyBatis等主流框架，微服务，gateway
5、熟悉MySQL、Oracle等关系型数据库，以及相应的数据库调优和SQL语句优化经验
6、熟悉基本Linux系统操作技能，掌握常用命令，能独立编写shell脚本
7、熟悉常见的Nginx、Tomcat等中间件，分布式方案及其原理：分布式缓存、SOA、消息中间件、负载均衡、连接池等
8、熟练掌握vue或 React 项目开发，并且有相关项目经验
9、*加分项：
1）有移动端（Android/iOS/HarmonyOS Next）、Web、PC 端等软件 UI 自动化测试框架开发经验优先。
2）有自动化控制工具、远程桌面视频流开发经验优先。",https://www.zhipin.com/job_detail/0b645dad9767c56003R_2di7GFRQ.html?securityId=g0yerMY4-1XtA-41vQQBmj-6ODKmM1XvN26WLusrbSR6M39iD9CRYbXrtOg7zwuN6YaarPRF8msz3ssCyReW0A88XZwGGobje28FxZ3XPZCgde6tp5CvgOcGboapEYlwe-zyd4aYc-A~&ka=search-list-1yGQl9q2wIO.search.23
23,全栈开发工程师,暖阳阳,15-30K,3-5年,学历不限,"1.在开发项目经理的带领下完成开发任务，保证开发项目的交付的进度和质量；
2.协助业务梳理，参与业务规划的技术规划和架构设计；
能够独立完成高质量的业务需求代码；
3.代码开发和维护工作；
4.参与部门技术架构设计及组件开发经验的积累及知识传递。
任职要求：
1.全日制本科学历（学信网可查），计算机相关专业 ；
2.5年Java开发工作经验； 对于用过的开源框架，能了解到它的原理和机制；
3.掌握Java语言，python与node至少掌握其中一项，不排斥学习新语言；
4. 熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制；能对分布式常用技术进行合理应用，解决问题；
5.掌握Linux 操作系统和大型数据库（Oracle、MySql）；掌握Mysql数据库的设计与使用；
6.掌握多线程及高性能的设计与编码及性能调优；有高并发应用开发经验优先；
7.良好的开发风格与习惯，能很好的团队沟通；
8.擅长web开发，掌握java/jsp、servlet相关技术；擅长ssh ssm等主流开发框架；
9.为人谦虚好学、具有较强的学习能力，肯钻研， 具备耐心/细心的品质，能够踏实工作。
公司地址位于西溪天街附近（地铁5号线蒋村站出口附近），周末双休，五险一金
【暖阳阳小福袋】
1.双休，朝九晚六，舒适的办公环境，轻松和谐的办公氛围，交通便利；
2.福利模块；入职即缴纳五险一金，节假日福利；
3.不限量零食，每周五下午茶趴；
在这里，我们用心培养你！
在这里，我们本着持之以恒的理念，打造最棒的你！
在这里，你将发挥才能，保持初心，不断成长！
暖阳阳，期待你的加入",https://www.zhipin.com/job_detail/eba8d7e77c9fa16603R809m1EVJR.html?securityId=-VZHvXa8Mi3k8-219V99KN2YLrDbxMcxWDCvJTVeXshAda2F-UbrVxnEb9Csciutt4QYzCg3d2SAf-p8a0mD6AnKZ-fzCa0bfZI1Oda-MctxytUHR3pexAtnLg5aVGp6Xm2pyCsnKO1nPFRqCBf78VCynLCBbujhPg0gNhJk5FnCNSI~&ka=search-list-1yGQl9q2wIO.search.24
24,全栈开发工程师,广雾科技,13-25K·13薪,3-5年,学历不限,"任职要求：全栈开发岗位
1.计算机专业的本科及以上，熟悉Spring、SpringMVC、JPA、Mybatis等Java后端技术。；
2.能熟练运用几种基本的设计模式，熟悉常用的软件架构；
3.熟悉常用数据结构和算法；
4.优秀的逻辑思维能力、学习能力，良好的沟通能力、团队协作精神；
5.前端：深入了解ES5/6/7、CSS、HTML，至少掌握一种前端开发框架如React Native, ReactJS+Redux、Vue.js等；
6.有 d3.js 或 echarts 或 chart.js 等可视化报表工具的经验为佳；",https://www.zhipin.com/job_detail/878a4b4e92eba19e1XRz3du1FFpU.html?securityId=17n0Mob3heFm--71Uzfo5gVWTKvhxqC204Ds8znGDx-r6-SuQMSX1d6_6W8fuQiJFlJDgubTv_BqrY9X9hVtIiflizgNVHbBGVJK-5Y0EuyBDf_kNrqz27Hg9mdViUePu0vZtFX-55c~&ka=search-list-1yGQl9q2wIO.search.25
25,前端全栈开发工程师,炬核智能,12-15K,3-5年,学历不限,"职位：前端开发工程师（React + Ice.js）
职位描述：
我们正在寻找一位经验丰富的前端开发工程师，负责维护和开发一款基于 Web 的智能体应用。该应用主要服务于制作团队，用于支持 AI 视频制作的相关功能。您将与产品经理、设计师和后端开发团队紧密合作，打造高效、稳定、用户友好的前端界面。
岗位职责：
负责 Web 智能体应用的前端开发与维护，基于 React 和 Ice.js 框架。
实现与后端接口的高效对接，确保数据交互的稳定性和安全性。
优化前端性能，提升用户体验，包括页面加载速度、交互流畅度等。
根据需求设计并实现复杂的前端功能模块，如视频编辑、AI 交互等。
与设计团队合作，确保 UI/UX 的一致性和高质量实现。
持续关注前端技术发展，优化现有代码结构，提升开发效率。
岗位要求：
熟练掌握 React 框架，具备 3 年以上前端开发经验，有 Ice.js 项目经验者优先。
熟悉 JavaScript/TypeScript，掌握 HTML5、CSS3 等前端技术。
熟悉前端状态管理工具（如 Redux、MobX 等）。
熟悉 RESTful API 和 WebSocket 的使用，能够与后端高效协作。
具备前端性能优化经验，熟悉常见的优化手段和工具。
有视频编辑、AI 应用相关开发经验者优先。
具备良好的团队协作能力，能够快速理解业务需求并高效实现。
加分项：
有 Ant Design 或其他组件库的实际使用经验。
熟悉前端构建工具（如 Webpack、Vite 等）。
有 AI 视频制作或相关领域的项目经验。
其他要求：
* 学历不限，但需具备扎实的技术能力和实际开发经验。
* 心态年轻，热爱技术，有激情、有责任心。",https://www.zhipin.com/job_detail/311939b7118b6b5303R50t-4FFBU.html?securityId=dUBHwrFBhq4hW-p16Q_ocLF5ttGHn9bLF_IwRSn2HHsdq5Y2x-7jy5GbEe686pnuuGpoH41DIclrybNafAqlZv2oR0o5yUa8JBJy7dKotAP-YhqNk6tu8K7644R4AsKr2FfU_bBi0V5mcA~~&ka=search-list-1yGQl9q2wIO.search.26
26,前后端全栈开发,头大侠头皮养护,150-200元/天,5-10年,学历不限,"工作周期：2025-07-25~2025-08-02
每周工期：无要求
工作时间：不限
工作时段：不限
结算方式：日结
招聘截止时间：2025-09-23
做一个企业微信群，拉群奖励提现H5页面，有参考案例。",https://www.zhipin.com/job_detail/8f9ccf877029133e03J43di_FVRQ.html?securityId=QP_TXHJK0dKcd-51o_nGpouUnXvtVtusaDKJi2viCA_N4dGq1-pC-gh8U4Mmwsi54fkZa8_MfvBN27SeWZOgvpqhGvJjQbgFx3opWYLH6A7raM27Nq70U1KyuF57nyQ09_iLH2cdgXbe3Q~~&ka=search-list-1yGQl9q2wIO.search.27
27,全栈开发工程师,精准学,20-40K,3-5年,本科,"岗位职责：
1.完成核心业务系统的Web前端或微信小程序开发，参与前端技术方案的讨论和制定
2.具有产品设计能力，自我驱动以提高产能为目标，参与后台系统产品设计及实现
3.具有全栈开发能力，能独立完成从接口到 UI、从开发到部署
4.AI化研发任务，能通过 Cursor、Trae 等 AI 编辑器提升个人工作效率
5.使用AI能力赋能业务，能够通过 dify、coze 或其他 agent 平台搭建智能体
岗位要求： 
1.扎实的前端基础，对主流前端框架有一定理解，至少对其中一种有深入应用，有一定的技术判断力，对实现高性能、高可用、优秀用户体验的Web应用具有实际的了解和实践经验 
2.至少熟悉一门服务端语言，有过服务端开发经验，熟悉Nodejs/Python开发者优先
3.具备较强系统设计能力、工程化能力、技术规划能力，具备较强的责任感、逻辑思维能力和表达能力 
4.关注前沿技术，具备较强的学习能力，有AI相关开发经验",https://www.zhipin.com/job_detail/a7f021b5b2399bad03J_2dy_GVRR.html?securityId=i4FMh8Dz5frWU-o10lDlIFw_zxUXCzhI6zBhPgUy5MSrmoQtyyxyPQTbYt3UkzaX2QfToLPT-X84EYjMnqbQqmqNutNOuOfOvRYMWe1yHty9P5cijyPcntwlbursacf718YJv7PP4G1m1g~~&ka=search-list-1yGQl9q2wIO.search.28
28,app开发 主程，全栈,杭州凌凌七科技,8-13K,1-3年,学历不限,"1、1年以上Java开发经验；
2、具有良好的编码规范和测试技能，良好的编程风格；
3、熟练掌握SpringMVC, SpringBoot,uniapp
SpringCloud, MyBatis等开发框架，熟悉Git,Maven等工具的使用；
4、熟悉MySQL关系型数据库及其SQL优化，了解Redis至少一种非关系型数据库；
5、掌握分布式系统常见技术，了解分布式缓存、消息队列、分布式事务等机制；
6、熟悉Linux常用命令",https://www.zhipin.com/job_detail/4d0dc0f3ca181dc103Z53NW_ElBX.html?securityId=6cEOVlErs3mex-G1BekGO-Z8wuFPXpMZq1hJzxq9godNFDmychdDfDvDoslfF1rQ81BMk7d-xngM6O60lE9GtpPWhJQPgAbNG8TtXfORCI2VyX-8lwSB3qHkrjcmqM0bN_zHu6AYkAAqQQ~~&ka=search-list-1yGQl9q2wIO.search.29
